img,title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date,last_update
/games/boxart/full_4453359AmericaFrontccc.jpg,SOCOM: U.S. Navy SEALs Confrontation,PS3,Shooter,Sony Computer Entertainment,Slant Six Games,6.3,1.26,0.94,0.02,0.17,0.14,2008-10-14,
/games/boxart/494012ccc.jpg,Rockstar Games presents Table Tennis,Wii,Sports,Rockstar Games,Rockstar San Diego,6.8,1.26,0.39,,0.73,0.15,2007-10-15,
/games/boxart/full_2923134AmericaFrontccc.jpg,Assassin's Creed: Bloodlines,PSP,Action,Ubisoft,Griptonite Studio,6.3,1.26,0.43,0.05,0.5,0.28,2009-11-17,
/games/boxart/full_football-manager-2011_6PALFront.jpg,Football Manager 2011,PC,Sports,Sega,Sports Interactive,8.9,1.26,,,1.01,0.24,2010-11-09,
/games/boxart/full_1603834AmericaFrontccc.jpg,Tomb Raider: Underworld,PS3,Adventure,Eidos Interactive,Crystal Dynamics,7.8,1.26,0.45,0.05,0.55,0.21,2008-11-18,
/games/boxart/full_1430658AmericaFrontccc.jpg,RollerCoaster Tycoon 2,PC,Strategy,Atari,Chris Sawyer,7.3,1.25,1.19,,0.06,,2002-10-15,
/games/boxart/full_cars-2-the-video-game_972AmericaFront.jpg,Cars 2,DS,Racing,Disney Interactive Studios,Avalanche Software,6.5,1.25,0.68,0.04,0.41,0.12,2011-06-21,
/games/boxart/full_5505392AmericaFrontccc.jpg,Black,PS2,Shooter,Electronic Arts,Criterion Games,7.7,1.25,1.01,0.03,0.04,0.16,2006-02-28,
/games/boxart/full_7241870AmericaFrontccc.jpg,Need for Speed: Most Wanted,X360,Racing,Electronic Arts,Electronic Arts,8.4,1.25,1.0,0.02,0.13,0.1,2005-11-16,
/games/boxart/4331749ccc.jpg,Ratatouille,DS,Platform,THQ,Helixe,7.0,1.25,0.49,,0.62,0.14,2007-06-26,
/games/boxart/4458393ccc.jpg,Need for Speed Carbon,PS3,Racing,Electronic Arts,EA Black Box,7.8,1.24,0.49,0.03,0.51,0.2,2006-11-17,
/games/boxart/full_8188308AmericaFrontccc.jpg,Oddworld: Abe's Oddysee,PS,Platform,GT Interactive,Oddworld Inhabitants,8.3,1.24,0.75,,0.44,0.06,1997-08-31,
/games/boxart/full_6433584AmericaFrontccc.jpg,[Prototype],PS3,Action,Activision,Radical Entertainment,8.1,1.24,0.65,,0.41,0.18,2009-06-09,
/games/boxart/full_3253995AmericaFrontccc.jpg,2010 FIFA World Cup South Africa,PS3,Sports,EA Sports,EA Canada,8.2,1.23,0.3,0.07,0.64,0.22,2010-04-27,
/games/boxart/684090ccc.jpg,Frogger: The Great Quest,PS2,Platform,Konami,Konami,3.0,1.23,0.6,,0.47,0.16,2001-11-18,
/games/boxart/3613637ccc.jpg,Donkey Kong Country 2,GBA,Platform,Nintendo,Rare Ltd.,7.6,1.23,0.79,0.12,0.27,0.04,2004-11-15,
/games/boxart/full_5918118AmericaFrontccc.jpg,Star Wars Battlefront II,PSP,Shooter,LucasArts,Savage Entertainment,6.9,1.22,1.05,0.01,0.06,0.1,2005-11-01,
/games/boxart/full_5104727AmericaFrontccc.jpg,NBA Live 99,PS,Sports,EA Sports,NuFX,8.3,1.22,1.13,,0.05,0.03,1998-10-31,
/games/boxart/2796675ccc.jpg,Intelligent Qube,PS,Puzzle,Sony Computer Entertainment,Sony Computer Entertainment,7.4,1.22,0.13,1.0,0.07,0.02,1997-09-30,
/games/boxart/3071939ccc.jpg,Max Payne,XB,Shooter,Rockstar Games,neo Software,8.6,1.22,0.98,,0.19,0.05,2001-12-12,
/games/boxart/2926134ccc.jpg,Cars,PSP,Racing,THQ,Locomotive Games,7.4,1.21,0.72,,0.28,0.2,2006-06-06,
/games/boxart/6759370ccc.jpg,FIFA 07 Soccer,PSP,Sports,EA Sports,EA Canada,8.0,1.21,0.25,,0.64,0.32,2006-10-17,
/games/boxart/full_3265725AmericaFrontccc.png,Bayonetta,PS3,Action,Sega,PlatinumGames,8.6,1.21,0.44,0.21,0.4,0.16,2010-01-05,
/games/boxart/full_fifa-soccer-11_0AmericaFront.jpg,FIFA Soccer 11,PSP,Sports,EA Sports,HB Studios,7.0,1.21,0.13,0.01,0.7,0.36,2010-09-28,
/games/boxart/2924140ccc.jpg,NFL 2K,DC,Sports,Sega,Visual Concepts,9.7,1.2,1.12,,0.05,0.02,1999-09-09,
/games/boxart/full_f1-2011_344AmericaFront.jpg,F1 2011,PS3,Racing,Codemasters,Codemasters Birmingham,8.4,1.2,0.12,0.11,0.75,0.23,2011-09-20,
/games/boxart/full_4574881AmericaFrontccc.jpg,ATV Offroad Fury 3,PS2,Racing,Sony Computer Entertainment,Climax Group,7.5,1.2,1.0,,0.04,0.16,2004-11-02,
/games/boxart/full_8353820AmericaFrontccc.jpg,Metal Gear Solid V: Ground Zeroes,PS4,Action-Adventure,Konami Digital Entertainment,Kojima Productions,7.6,1.2,0.36,0.17,0.5,0.17,2014-03-18,2018-03-22
/games/boxart/full_7362642AmericaFrontccc.jpg,WWE 2K14,PS3,Fighting,2K Sports,Yuke's,7.6,1.2,0.49,,0.51,0.2,2013-10-29,2018-10-08
/games/boxart/full_4942791AmericaFrontccc.jpg,Shadow of the Colossus,PS4,Action-Adventure,Sony Interactive Entertainment,Bluepoint Games,9.3,1.2,0.44,0.05,0.52,0.19,2018-02-06,2018-11-26
/games/boxart/full_6504694AmericaFrontccc.jpg,World Soccer Winning Eleven 9 (JP & Others sales),PSP,Sports,Konami,Konami Computer Entertainment Tokyo,8.0,1.2,0.01,0.31,0.88,,2006-02-07,
/games/boxart/full_mario-amp-sonic-at-the-london-2012-olympic-games_588AmericaFront.jpg,Mario & Sonic at the London 2012 Olympic Games,3DS,Sports,Sega,Sega,6.5,1.19,0.18,0.27,0.66,0.08,2012-02-14,
/games/boxart/5097183ccc.jpg,WWE SmackDown vs Raw 2008,PSP,Fighting,THQ,Yuke's Media Creations,7.3,1.19,0.45,,0.47,0.28,2007-11-13,
/games/boxart/full_spider-man-the-movie_327AmericaFront.jpg,Spider-Man: The Movie,GC,Action,Activision,Treyarch,7.6,1.19,0.86,0.01,0.27,0.04,2002-04-15,
/games/boxart/9109344ccc.jpg,Metal Gear Solid: Portable Ops,PSP,Action,Konami,Kojima Productions,8.7,1.19,0.38,0.38,0.35,0.09,2006-12-05,
/games/boxart/full_lego-star-wars-iii-the-clone-wars_140AmericaFront.jpg,LEGO Star Wars III: The Clone Wars,PS3,Action,LucasArts,Traveller's Tales,8.0,1.18,0.52,,0.47,0.19,2011-03-22,
/games/boxart/full_4412075AmericaFrontccc.jpg,WWE '12,PS3,Fighting,THQ,"Yuke's Co., Ltd.",9.0,1.18,0.53,0.02,0.45,0.17,2011-11-22,2019-01-29
/games/boxart/1546020ccc.jpg,Metal Gear Solid VR Missions,PS,Adventure,Konami,Konami Computer Entertainment Japan,6.8,1.18,0.66,,0.45,0.08,1999-09-24,
/games/boxart/9938153ccc.gif,Tony Hawk's Pro Skater 2,GBA,Sports,Activision,Vicarious Visions,8.9,1.18,0.85,,0.31,0.02,2001-05-30,
/games/boxart/full_red-dead-redemption-undead-nightmare_38AmericaFront.jpg,Red Dead Redemption: Undead Nightmare,PS3,Action,Rockstar Games,Rockstar San Diego,10.0,1.18,0.47,0.06,0.45,0.19,2010-11-23,
/games/boxart/1064785ccc.jpg,LEGO Indiana Jones: The Original Adventures,PSP,Adventure,LucasArts,Traveller's Tales,7.6,1.18,0.4,,0.49,0.3,2008-06-03,
/games/boxart/full_6155986AmericaFrontccc.jpg,WWE SmackDown vs. Raw 2010,PS3,Fighting,THQ,JAKKS Pacific,8.1,1.17,0.48,0.01,0.48,0.19,2009-10-20,
/games/boxart/9723649ccc.jpg,Ty the Tasmanian Tiger,PS2,Platform,Electronic Arts,Krome Studios,6.2,1.17,0.57,,0.45,0.15,2002-09-10,
/games/boxart/1902388ccc.jpg,Mission: Impossible,N64,Action,Ocean,Infogrames,6.6,1.17,0.74,0.02,0.38,0.03,1998-07-18,
/games/boxart/8108434ccc.jpg,Army of Two,PS3,Shooter,Electronic Arts,EA Montreal,7.4,1.17,0.74,0.02,0.26,0.15,2008-03-07,2018-02-03
/games/boxart/3078371ccc.jpg,Medal of Honor Heroes 2,PSP,Shooter,Electronic Arts,Team Fusion,6.6,1.16,0.5,0.02,0.39,0.25,2007-11-13,
/games/boxart/full_sniper-ghost-warrior_1AmericaFront.jpg,Sniper: Ghost Warrior,X360,Shooter,City Interactive,City Interactive,4.3,1.16,0.54,,0.5,0.12,2010-06-29,
/games/boxart/full_1875554AmericaFrontccc.jpg,FIFA Soccer 10,PSP,Sports,EA Sports,EA Canada,7.9,1.16,0.16,0.01,0.68,0.31,2009-10-20,
/games/boxart/1049035ccc.jpg,Spore,PC,Strategy,Electronic Arts,Maxis,7.0,1.16,0.03,,1.06,0.07,2008-09-07,
/games/boxart/3770708ccc.jpg,Bushido Blade,PS,Fighting,Sony Computer Entertainment,Light Weight,8.2,1.16,0.39,0.43,0.27,0.08,1997-09-30,
/games/boxart/full_1957452AmericaFrontccc.jpg,EA Sports Active: More Workouts,Wii,Sports,EA Sports,EA Vancouver,7.9,1.16,0.78,,0.28,0.1,2009-11-17,
/games/boxart/full_9393461AmericaFrontccc.jpg,Mirror's Edge,X360,Platform,Electronic Arts,EA Digital Illusions CE,7.6,1.16,0.51,0.01,0.51,0.12,2008-11-11,2019-03-25
/games/boxart/full_7798502AmericaFrontccc.png,Sunset Overdrive,XOne,Action,Microsoft Studios,Insomniac Games,8.0,1.16,0.64,0.0,0.42,0.1,2014-10-28,2018-01-06
/games/boxart/full_244890AmericaFrontccc.jpg,LEGO Star Wars: The Video Game,XB,Action,Eidos Interactive,Traveller's Tales,8.0,1.16,0.83,,0.28,0.05,2005-04-05,
/games/boxart/full_8154944AmericaFrontccc.png,The Elder Scrolls V: Skyrim,NS,Role-Playing,Bethesda Softworks,Bethesda Softworks,8.6,1.15,0.67,0.06,0.32,0.1,2017-11-17,2018-01-01
/games/boxart/full_5236311AmericaFrontccc.jpg,Dragon Quest VIII: Journey of the Cursed King,3DS,Role-Playing,Nintendo,Level 5 / Armor Project,8.8,1.15,0.14,0.88,0.11,0.02,2017-01-20,2018-01-07
/games/boxart/1555447ccc.jpg,Call of Duty 4: Modern Warfare,PC,Shooter,Activision,Infinity Ward,9.3,1.15,,,1.12,0.03,2007-11-05,
/games/boxart/8966403ccc.jpg,Hot Shots Golf: Out of Bounds,PS3,Sports,Sony Computer Entertainment,Clap Hanz,8.3,1.14,0.31,0.76,0.03,0.04,2008-03-18,
/games/boxart/8334980ccc.jpg,The Lord of the Rings: The Return of the King,XB,Action,Electronic Arts,"Hypnos Entertainment, Inc.",8.8,1.14,0.71,,0.38,0.05,2003-11-05,
/games/boxart/3962783ccc.jpg,South Park,N64,Shooter,Acclaim Entertainment,Iguana Entertainment,6.0,1.14,0.9,,0.23,0.02,1998-12-12,
/games/boxart/7528916ccc.jpg,Brave Fencer Musashi,PS,Role-Playing,Square,SquareSoft,8.4,1.14,0.25,0.65,0.17,0.07,1998-10-31,
/games/boxart/176609ccc.jpg,Shadow of the Colossus,PS2,Adventure,Sony Computer Entertainment,Team ICO,9.1,1.14,0.78,0.2,0.03,0.13,2005-10-18,
/games/boxart/858617ccc.jpg,Action Bass,PS,Action,Take-Two Interactive,Unknown,5.1,1.14,0.64,,0.43,0.07,2000-07-14,
/games/boxart/full_lego-star-wars-iii-the-clone-wars_987AmericaFront.jpg,LEGO Star Wars III: The Clone Wars,3DS,Action,LucasArts,Traveller's Tales,6.7,1.14,0.61,,0.44,0.09,2011-03-27,
/games/boxart/full_mortal-kombat_316AmericaFront.jpg,Mortal Kombat,X360,Fighting,Warner Bros. Interactive,NetherRealm Studios,8.3,1.14,0.85,,0.19,0.1,2011-04-19,
/games/boxart/full_8705226AmericaFrontccc.jpg,LEGO Star Wars: The Video Game,GBA,Action,Eidos Interactive,Amaze Entertainment,7.4,1.14,0.82,,0.3,0.02,2005-03-29,
/games/boxart/6998455ccc.jpg,007: Quantum of Solace,PS3,Shooter,Activision,Treyarch,6.6,1.14,0.43,0.02,0.51,0.19,2008-11-04,
/games/boxart/full_4051650AmericaFrontccc.jpg,NCAA Football 14,X360,Sports,EA Sports,EA Tiburon,7.6,1.13,1.01,,,0.12,2013-07-09,2018-01-31
/games/boxart/full_rocksmith_515AmericaFront.jpg,Rocksmith,PS3,Misc,Ubisoft,Ubisoft,8.0,1.13,0.53,0.09,0.38,0.13,2011-10-18,
/games/boxart/full_5976071AmericaFrontccc.jpg,Rabbids Go Home,Wii,Adventure,Ubisoft,Ubisoft Montpellier,8.0,1.13,0.25,,0.74,0.14,2009-11-03,
/games/boxart/full_fight-night-champion_55AmericaFront.jpg,Fight Night Champion,PS3,Fighting,EA Sports,EA Canada,8.4,1.13,0.45,,0.5,0.18,2011-03-01,
/games/boxart/full_2635589AmericaFrontccc.jpg,Guitar Hero 5,X360,Misc,Activision,Neversoft Entertainment,9.0,1.13,0.65,,0.37,0.11,2009-09-01,
/games/boxart/full_rocksmith_76AmericaFront.jpg,Rocksmith,X360,Misc,Ubisoft,Ubisoft,8.0,1.13,0.85,0.01,0.19,0.08,2011-10-18,
/games/boxart/full_355593AmericaFrontccc.jpg,ModNation Racers,PS3,Racing,Sony Computer Entertainment,United Front Games,8.1,1.13,0.5,0.06,0.4,0.16,2010-05-25,
/games/boxart/full_6214041PALFrontccc.jpg,Plants vs Zombies: Garden Warfare,X360,Shooter,Electronic Arts,PopCap Games,8.0,1.13,0.54,0.0,0.5,0.09,2014-02-25,2018-02-05
/games/boxart/4542100ccc.jpg,Cars,GBA,Racing,THQ,Helixe,4.5,1.13,0.81,,0.3,0.02,2006-06-06,
/games/boxart/full_3564523AmericaFrontccc.jpg,Mirror's Edge,PS3,Platform,Electronic Arts,EA Digital Illusions CE,7.7,1.13,0.31,0.02,0.59,0.21,2008-11-11,2019-03-25
/games/boxart/full_5168012AmericaFrontccc.jpg,Spider-Man 2,XB,Action,Activision,Treyarch,7.7,1.12,0.82,,0.26,0.04,2004-06-28,
/games/boxart/full_crackdown-2_2AmericaFront.jpg,Crackdown 2,X360,Shooter,Microsoft Game Studios,Ruffian Games,7.5,1.12,0.63,0.02,0.36,0.1,2010-07-06,
/games/boxart/full_8746356AmericaFrontccc.jpg,WWE 2K14,X360,Fighting,2K Sports,Yuke's,7.6,1.12,0.64,,0.38,0.1,2013-10-29,2018-10-08
/games/boxart/full_2803387AmericaFrontccc.jpg,Need for Speed: Most Wanted (2012),PSV,Racing,Electronic Arts,Criterion Games,7.4,1.12,0.33,0.01,0.53,0.25,2012-10-30,2018-12-19
/games/boxart/full_dragon-age-ii_539AmericaFront.jpg,Dragon Age II,X360,Role-Playing,Electronic Arts,BioWare Corp.,8.0,1.12,0.72,0.01,0.29,0.09,2011-03-08,
/games/boxart/full_5035408AmericaFrontccc.jpg,The Beatles: Rock Band,PS3,Misc,MTV Games,Harmonix Music Systems,8.7,1.12,0.67,,0.29,0.15,2009-09-09,
/games/boxart/full_3415948AmericaFrontccc.jpg,SOCOM: U.S. Navy SEALs Fireteam Bravo,PSP,Shooter,Sony Computer Entertainment,Zipper Interactive,7.9,1.12,1.03,0.01,0.0,0.08,2005-11-08,
/games/boxart/full_1341518AmericaFrontccc.jpg,Mafia III,XOne,Action-Adventure,2K Games,Hangar 13,6.8,1.11,0.54,,0.48,0.09,2016-10-07,2018-04-02
/games/boxart/full_1824540AmericaFrontccc.jpg,NCAA Football 13,X360,Sports,EA Sports,EA Tiburon,7.5,1.11,1.02,,,0.09,2012-07-10,2018-02-06
/games/boxart/full_9892340AmericaFrontccc.jpg,Crash Bandicoot N. Sane Trilogy,NS,Platform,Activision,Toys for Bob,6.0,1.11,0.44,0.02,0.57,0.09,2018-06-29,2018-11-07
/games/boxart/full_castlevania-lords-of-shadow_1AmericaFront.jpg,Castlevania: Lords of Shadow,PS3,Action,Konami,Mercury Steam,8.1,1.11,0.5,0.1,0.37,0.15,2010-10-05,
/games/boxart/1609809ccc.gif,Tom Clancy's Splinter Cell: Chaos Theory,XB,Action,Ubisoft,Ubisoft Montreal,9.4,1.11,0.68,,0.38,0.05,2005-03-28,
/games/boxart/full_red-dead-redemption-undead-nightmare_699AmericaFront.jpg,Red Dead Redemption: Undead Nightmare,X360,Action,Rockstar Games,Rockstar San Diego,10.0,1.11,0.61,0.02,0.38,0.1,2010-11-23,
/games/boxart/full_plants-vs-zombies_140AmericaFront.jpg,Plants vs. Zombies,DS,Strategy,PopCap Games,PopCap Games,8.1,1.11,0.9,,0.13,0.09,2011-01-18,
/games/boxart/4773902ccc.jpg,Rock Band,PS2,Misc,MTV Games,Harmonix Music Systems,8.1,1.11,0.71,,0.06,0.35,2007-12-18,
/games/boxart/full_3285439AmericaFrontccc.jpg,FIFA 18,NS,Sports,EA Sports,EA Vancouver,5.8,1.1,0.35,0.13,0.55,0.07,2017-09-29,2018-04-02
/games/boxart/full_lego-star-wars-iii-the-clone-wars_657AmericaFront.jpg,LEGO Star Wars III: The Clone Wars,DS,Action,LucasArts,Traveller's Tales,6.3,1.1,0.62,,0.38,0.1,2011-03-22,
/games/boxart/full_8783036AmericaFrontccc.jpg,Guitar Hero 5,PS3,Misc,Activision,Neversoft Entertainment,8.8,1.1,0.53,,0.39,0.17,2009-09-01,
/games/boxart/full_6858486AmericaFrontccc.jpg,GRID,PS3,Racing,Codemasters,Codemasters,8.6,1.1,0.31,0.03,0.57,0.19,2008-06-03,
/games/boxart/full_sonic-free-riders_1AmericaFront.jpg,Sonic Free Riders,X360,Racing,Sega,O-TWO inc.,4.9,1.1,0.75,,0.25,0.1,2010-11-04,
/games/boxart/1395823ccc.jpg,Bully: Scholarship Edition,X360,Action,Rockstar Games,Rockstar Vancouver/Mad Doc Software,8.1,1.09,0.53,0.03,0.42,0.11,2008-03-05,
/games/boxart/full_6495379AmericaFrontccc.jpg,DJ Hero,X360,Misc,Activision,FreeStyleGames,8.4,1.09,0.59,,0.39,0.11,2009-10-27,
/games/boxart/full_1402067AmericaFrontccc.jpg,Namco Museum Battle Collection,PSP,Misc,Namco,Namco Tales Studio,7.9,1.09,0.75,,0.18,0.16,2005-08-23,
/games/boxart/full_8372723AmericaFrontccc.jpg,Lightning Returns: Final Fantasy XIII,PS3,Misc,Square Enix,Unknown,7.1,1.09,0.31,0.45,0.22,0.11,2014-02-11,
/games/boxart/full_135821AmericaFrontccc.jpg,Toy Story 3: The Video Game,PS3,Action,Disney Interactive Studios,Avalanche Software,7.5,1.09,0.51,,0.41,0.17,2010-06-15,
/games/boxart/full_9051560AmericaFrontccc.jpg,Skate 2,X360,Sports,Electronic Arts,EA Black Box,8.2,1.09,0.82,0.01,0.17,0.09,2009-01-21,
/games/boxart/full_1866613AmericaFrontccc.jpg,NFL 2K1,DC,Sports,Sega,Visual Concepts,9.6,1.09,1.02,,0.05,0.02,2000-09-07,
/games/boxart/5223208ccc.jpg,Dragon Ball Z: The Legacy of Goku II,GBA,Role-Playing,Atari,Webfoot Technologies,7.6,1.09,0.78,,0.29,0.02,2003-06-17,
/games/boxart/1725250ccc.jpg,Untold Legends: Brotherhood of the Blade,PSP,Role-Playing,Sony Online Entertainment,Sony Online Entertainment,6.5,1.09,0.54,0.01,0.33,0.22,2005-03-22,
/games/boxart/full_8476621AmericaFrontccc.jpg,Star Wars: The Force Unleashed,PSP,Action,LucasArts,Krome Studios,7.1,1.09,0.43,,0.41,0.24,2008-09-16,
/games/boxart/full_the-simpsons-game_2AmericaFront.jpg,The Simpsons Game,PSP,Platform,Electronic Arts,EA Redwood Shores,6.0,1.08,0.24,,0.54,0.3,2007-11-05,
/games/boxart/full_dantes-inferno_129AmericaFront.jpg,Dante's Inferno,PS3,Action,Electronic Arts,Visceral Games,7.3,1.08,0.64,0.04,0.28,0.12,2010-02-09,
/games/boxart/4632781ccc.jpg,Disney's Lilo & Stitch,GBA,Action,Disney Interactive Studios,Digital Eclipse,8.0,1.08,0.77,,0.29,0.02,2002-06-07,
/games/boxart/4666927ccc.jpg,Ready 2 Rumble Boxing,PS,Sports,Midway Games,Point of View,7.6,1.08,0.6,,0.41,0.07,1999-10-31,
/games/boxart/full_fifa-soccer-11_9AmericaFront.jpg,FIFA Soccer 11,Wii,Sports,EA Sports,EA Canada,7.0,1.08,0.26,,0.69,0.12,2010-09-28,
/games/boxart/8045970ccc.jpg,Star Fox: Assault,GC,Shooter,Nintendo,Namco,6.6,1.08,0.68,0.19,0.18,0.03,2005-02-14,
/games/boxart/3194065ccc.jpg,Virtua Fighter 5,PS3,Fighting,Sega,Sega-AM2,8.7,1.08,0.29,0.08,0.52,0.2,2007-02-20,
/games/boxart/full_2467036AmericaFrontccc.jpg,Pro Evolution Soccer 2014,PS3,Sports,Konami Digital Entertainment,Konami,8.3,1.08,0.03,0.51,0.46,0.08,2013-09-24,2018-03-01
/games/boxart/full_7855038AmericaFrontccc.jpg,Grand Theft Auto: Chinatown Wars,PSP,Adventure,Rockstar Games,Rockstar Leeds,9.2,1.08,0.28,0.03,0.5,0.27,2009-10-20,
/games/boxart/9802230ccc.gif,Dragon Ball Z: Taiketsu,GBA,Fighting,Atari,Webfoot Technologies,3.8,1.08,0.77,,0.29,0.02,2003-11-24,
/games/boxart/full_3585087AmericaFrontccc.jpg,Spore Creatures,DS,Simulation,Electronic Arts,Foundation 9,7.2,1.07,0.66,0.0,0.3,0.1,2008-09-07,
/games/boxart/full_6616344AmericaFrontccc.jpg,Tomb Raider: Underworld,X360,Adventure,Eidos Interactive,Crystal Dynamics,7.5,1.07,0.53,0.01,0.42,0.11,2008-11-18,
/games/boxart/full_3455610AmericaFrontccc.jpg,Call of Duty 3,PS2,Shooter,Activision,Treyarch,8.2,1.07,0.89,,0.03,0.15,2006-11-07,
/games/boxart/588724ccc.jpg,World Tour Soccer,PSP,Sports,Sony Computer Entertainment,SCEE London Studio,7.0,1.07,0.1,,0.63,0.34,2005-03-14,
/games/boxart/full_6027253AmericaFrontccc.jpg,Naruto: Ultimate Ninja Storm,PS3,Fighting,Namco Bandai,CyberConnect2,7.8,1.07,0.49,0.09,0.34,0.15,2008-11-04,
/games/boxart/6479946ccc.jpg,Virtua Fighter,SAT,Fighting,Sega,Sega-AM2,9.0,1.07,0.17,0.77,0.12,0.02,1995-05-11,
/games/boxart/full_marvel-vs-capcom-3-fate-of-two-worlds_375AmericaFront.jpg,Marvel vs. Capcom 3: Fate of Two Worlds,X360,Fighting,Capcom,Capcom,8.4,1.07,0.79,0.03,0.18,0.08,2011-02-15,
/games/boxart/full_8373476AmericaFrontccc.jpg,The Biggest Loser,Wii,Sports,THQ,Blitz Games,7.7,1.07,0.86,,0.12,0.09,2009-10-06,
/games/boxart/full_2916472AmericaFrontccc.jpg,Tiger Woods PGA Tour 10,Wii,Sports,EA Sports,EA Tiburon,9.0,1.07,0.6,,0.37,0.1,2009-06-08,
/games/boxart/full_1202398AmericaFrontccc.jpg,The Orange Box,PS3,Shooter,Electronic Arts,EA UK,8.7,1.07,0.28,,0.58,0.21,2007-12-11,
/games/boxart/full_9926100AmericaFrontccc.jpg,LEGO Star Wars II: The Original Trilogy,DS,Action,LucasArts,Amaze Entertainment,4.9,1.07,0.96,,0.03,0.08,2006-09-12,
/games/boxart/full_5430709AmericaFrontccc.jpg,Prince of Persia,PS3,Adventure,Ubisoft,Ubisoft Montreal,8.3,1.07,0.47,0.03,0.41,0.17,2008-12-02,
/games/boxart/full_9868494AmericaFrontccc.jpg,Endless Ocean,Wii,Adventure,Nintendo,Arika,6.8,1.06,0.43,0.09,0.46,0.09,2008-01-21,
/games/boxart/6960164ccc.jpg,Mercenaries 2: World in Flames,X360,Shooter,Electronic Arts,Pandemic Studios,7.1,1.06,0.65,0.01,0.3,0.1,2008-08-31,
/games/boxart/1331559ccc.jpg,Warhawk,PS3,Shooter,Sony Computer Entertainment,Incognito Entertainment,8.4,1.06,0.49,,0.39,0.17,2007-08-28,
/games/boxart/full_sonic-generations_949AmericaFront.jpg,Sonic Generations,3DS,Platform,Sega,Sonic Team,6.3,1.06,0.44,0.01,0.52,0.08,2011-11-22,
/games/boxart/full_4509582AmericaFrontccc.jpg,Mortal Kombat: Armageddon,PS2,Fighting,Midway Games,Midway Games,7.4,1.06,0.88,,0.04,0.14,2006-10-09,
/games/boxart/full_4407081AmericaFrontccc.jpg,Aliens vs Predator,X360,Shooter,Sega,Rebellion Developments,6.0,1.06,0.55,,0.4,0.11,2010-02-16,
/games/boxart/512878ccc.jpg,Spider-Man 2,GBA,Platform,Activision,Digital Eclipse,7.0,1.06,0.76,,0.28,0.02,2004-06-29,
/games/boxart/5859142ccc.jpg,Sega Superstars Tennis,Wii,Sports,Sega,Sumo Digital,7.0,1.06,0.28,,0.65,0.13,2008-03-18,
/games/boxart/full_3046893AmericaFrontccc.jpg,Seek and Destroy,PS2,Racing,Conspiracy Entertainment,Barnhouse Effect,5.6,1.06,0.52,,0.4,0.14,2002-12-11,
/games/boxart/full_6559707AmericaFrontccc.jpg,Darksiders,X360,Action,THQ,Vigil Games,7.8,1.06,0.67,0.01,0.28,0.1,2010-01-05,
/games/boxart/full_dirt-3_583AmericaFront.jpg,DiRT 3,PS3,Racing,Codemasters,Codemasters,9.0,1.06,0.27,0.01,0.58,0.2,2011-05-24,
/games/boxart/8861119ccc.jpg,Forza Motorsport,XB,Racing,Microsoft Game Studios,Turn 10 Studios,9.2,1.05,0.52,,0.51,0.02,2005-05-03,
/games/boxart/full_4522149AmericaFrontccc.jpg,Rocksmith 2014,PS3,Music,Ubisoft,Ubisoft San Francisco,9.1,1.05,0.56,0.05,0.26,0.17,2013-10-22,2018-03-08
/games/boxart/full_5997320AmericaFrontccc.jpg,DiRT,PS3,Racing,Codemasters,Codemasters,8.3,1.05,0.16,,0.66,0.23,2007-09-11,
/games/boxart/3396625ccc.jpg,Dave Mirra Freestyle BMX,PS,Sports,Acclaim Entertainment,"Z-Axis, Ltd.",7.4,1.05,0.91,,0.11,0.03,2000-09-26,
/games/boxart/full_2428319AmericaFrontccc.jpg,Sonic & SEGA All-Stars Racing,DS,Racing,Sega,Sumo Digital,8.3,1.05,0.43,,0.51,0.11,2010-02-23,
/games/boxart/full_9980569AmericaFrontccc.jpg,MySims Agents,Wii,Adventure,Electronic Arts,EA Redwood Shores,7.5,1.05,0.63,0.0,0.32,0.1,2009-09-29,
/games/boxart/full_4345442AmericaFrontccc.jpg,Resident Evil: The Darkside Chronicles,Wii,Shooter,Capcom,"Cavia, inc.",7.2,1.05,0.46,0.2,0.31,0.09,2009-11-17,
/games/boxart/8053231ccc.jpg,SOCOM: U.S. Navy SEALs Fireteam Bravo 2,PSP,Shooter,Sony Computer Entertainment,Zipper Interactive,8.2,1.05,0.81,,0.11,0.13,2006-11-07,
/games/boxart/4740458ccc.jpg,Call of Duty 4: Modern Warfare,DS,Shooter,Activision,n-Space,7.3,1.05,0.95,0.01,0.02,0.08,2007-11-05,
/games/boxart/full_brink_882AmericaFront.jpg,Brink,X360,Shooter,Bethesda Softworks,Splash Damage,6.8,1.04,0.59,0.01,0.35,0.09,2011-05-10,
/games/boxart/full_4800555AmericaFrontccc.jpg,Aliens vs Predator,PS3,Shooter,Sega,Rebellion Developments,6.1,1.04,0.41,,0.46,0.18,2010-02-16,
/games/boxart/full_4756084AmericaFrontccc.jpg,Sleeping Dogs,PS3,Action-Adventure,Square Enix,United Front Games,8.1,1.04,0.31,0.05,0.5,0.17,2012-08-14,2018-03-07
/games/boxart/full_7243180AmericaFrontccc.jpg,Legacy of Kain: Soul Reaver,PS,Adventure,Eidos Interactive,Crystal Dynamics,8.9,1.04,0.58,,0.4,0.07,1999-08-16,
